,UserId,id,hybrid_score,product_name,CAT1,CAT2,CAT3,CAT4,CAT5,CAT6
12,AR7TAEEUDHMUB,B000G6RYNE,0.2982536666666667,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
13,AG7EF0SVBQOUX,B000G6RYNE,0.2395580769230769,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
14,A3RMGIKUWGPZOK,B000G6RYNE,-0.002772888888888891,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
15,A1Q7A78VSQ5GQ4,B000G6RYNE,0.21940199999999999,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
16,A2A8KWCE8RKB9T,B000G6RYNE,0.12493725,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
17,A3PSJEB2O37G8U,B000G6RYNE,0.12269761904761906,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
18,A24ZV048V7J0MT,B000G6RYNE,-0.2336207692307692,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
19,A2YKWYC3WQJX5J,B000G6RYNE,0.3193493333333333,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
20,AKMEY1BSHSDG7,B000G6RYNE,-0.09579545454545453,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
21,A3M174IC0VXOS2,B000G6RYNE,0.2695,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
22,A3M2VGWFJGRUOH,B000G6RYNE,0.1630479338842975,"Kettle Brand Potato Chips, Unsalted, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
23,A3U58GFUQAOZLE,B002BCD2OG,0.695808,"Madhava Organic Amber Agave, 46-Ounce (Pack of 2)",Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Syrups, Sugars & Sweeteners', 'Agave Nectar & Syrup
24,AUI3N3A5AYO3M,B002BCD2OG,-0.1423125,"Madhava Organic Amber Agave, 46-Ounce (Pack of 2)",Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Syrups, Sugars & Sweeteners', 'Agave Nectar & Syrup
25,A3QFVEQNX2FQ8P,B000G6MBX2,0.10819666666666664,"Kettle Brand Potato Chips, Organic Salt & Fresh Ground Black Pepper, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
26,A2MIJOZVTWEXP2,B000G6MBX2,0.2269947428571429,"Kettle Brand Potato Chips, Organic Salt & Fresh Ground Black Pepper, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
27,A1WX42M589VAMQ,B000G6MBX2,0.372125625,"Kettle Brand Potato Chips, Organic Salt & Fresh Ground Black Pepper, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
28,A1AQ2W2R4SOVGN,B000G6MBX2,0.11625428571428573,"Kettle Brand Potato Chips, Organic Salt & Fresh Ground Black Pepper, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
29,A1ABDQ02BCIGYQ,B000G6MBX2,0.1003409523809524,"Kettle Brand Potato Chips, Organic Salt & Fresh Ground Black Pepper, 5 Ounce Bags (Pack of 15)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
30,A3KJ6JZ8MWERPG,B001HTKZ5S,0.47725,"Cherrybrook Kitchen Vanilla Frosting Ready to Use, 16-Ounce (Pack of 6)",Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Baking Mixes,-,-
31,A36MP37DITBU6F,B0018DQFPC,0.2606295000000001,"Color-a-Cookie Rudolph the Red Nosed Reindeer Gingerbread House Kit, 28.8-Ounce Kit",Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Baking Mixes', 'Cookies,-
32,A2DRQBOGCTC5HP,B0002XIB2Y,-0.012583825396825407,"Pioneer Brand Gravy Mix, Country, 2.75-Ounce Packets (Pack of 24)",Grocery & Gourmet Food', 'Pantry Staples', 'Sauces, Gravies & Marinades', 'Gravies,-
33,A3RB2ZB2KGRZVE,B001EQ4DVQ,0.34288875,"Folgers Classic Roast Coffee Singles, 38 Servings, 6-Ounces (Pack of 3)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Coffee', 'Instant Coffee
34,A1JOEJLEL2KJE2,B001TZSDJK,-0.06384101298701297,"Organic 100% Virgin Coconut Oil Nutritional Supplement : 1 gallon (128 oz / 3.79 liters) - 1 Extraction Method 1 Location Direct Manila Coco Factory : Not Multi-Sourced, Uniform Quality - Guaranteed Unadulterated",Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Cooking Oils, Vinegars & Sprays', 'Oils'
35,A1G51N43M000F7,B001GCVLXG,0.3994380165289256,"Walkers Shortbread Highlanders, 2 Count (Pack of 24)",Grocery & Gourmet Food', 'Breads & Bakery', 'Cookies', 'Shortbread,-,-
36,A19U4T4I7UZGNM,B0030N5K1I,0.3703157272727273,"Ranch Rewards Dog Organic Jerky Treat, Chicken",Pet Supplies', 'Dogs', 'Treats', 'Jerky,-,-
37,A2058UP7ATXFOF,B0030N5K1I,0.5022000000000001,"Ranch Rewards Dog Organic Jerky Treat, Chicken",Pet Supplies', 'Dogs', 'Treats', 'Jerky,-,-
38,A2058UP7ATXFOF,B0030N5K1I,0.312655,"Ranch Rewards Dog Organic Jerky Treat, Chicken",Pet Supplies', 'Dogs', 'Treats', 'Jerky,-,-
39,A19U4T4I7UZGNM,B0030N5K1I,0.6103999999999999,"Ranch Rewards Dog Organic Jerky Treat, Chicken",Pet Supplies', 'Dogs', 'Treats', 'Jerky,-,-
40,A3B8CF4V636M8U,B0025ULYKI,0.49245,"Uncle Ray's Sour Cream & Onion Potato Chips, 8.5-Ounce Bags (Pack of 9)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
41,ACYR6O588USK,B0025ULYKI,0.19957291666666668,"Uncle Ray's Sour Cream & Onion Potato Chips, 8.5-Ounce Bags (Pack of 9)",Grocery & Gourmet Food', 'Snack Foods', 'Chips & Crisps', 'Potato,-,-
42,ADLVFFE4VBT8,B0028SWACS,0.17192412698412696,"Choice Organic Whole Leaf Organics Lychee White Tea Pyramids, 15-Count, 1.05-Ounce Boxes (Pack of 3)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Green
43,AL3EQN8HMELY2,B001HTI226,0.1649204081632653,"bionaturae Organic Diced Tomatoes, 28.2 Ounce Tins (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Canned, Jarred & Packaged Foods', 'Vegetables', 'Tomatoes'
44,A2OWR5G2OAQF7C,B001HTI226,0.2184075757575758,"bionaturae Organic Diced Tomatoes, 28.2 Ounce Tins (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Canned, Jarred & Packaged Foods', 'Vegetables', 'Tomatoes'
45,AJGU56YG8G1DQ,B00283V4GQ,0.09820999999999998,BirthdayExpress Mini Rainbow Spiral Lollipops (16),Grocery & Gourmet Food', 'Candy & Chocolate', 'Hard Candy & Lollipops', 'Suckers & Lollipops,-,-
46,A1NXGRAQROM9AL,B001FA1L7U,0.22671,"BEER NUTS Original Peanuts, 12-Ounce Cans (Pack of 6)",Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Nuts & Seeds', 'Peanuts,-
47,A2N3BRPS0NS7FF,B0013JQON4,0.2084625,Bobs Red Mill - Sweet Sorghum Flour Gluten-Free 22 oz,Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Flours & Meals', 'Wheat Flours & Meals,-
48,AYGJ96W5KQMUJ,B0013JQON4,0.4028888888888888,Bobs Red Mill - Sweet Sorghum Flour Gluten-Free 22 oz,Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Flours & Meals', 'Wheat Flours & Meals,-
49,A281NPSIMI1C2R,B00068PCTU,-0.034200000000000015,"NuNaturals White Stevia Powder All Purpose Natural Sweetener, Sugar Free, 680 Servings (12 oz)",Health & Household', 'Vitamins & Dietary Supplements', 'Herbal Supplements', 'Stevia,-,-
50,A1WJ8U24MI7RUZ,B00132EDUW,0.184962,"San Marzano Cento Organic Italian Peeled Tomatoes, Case of 4 /28 oz",Grocery & Gourmet Food', 'Pantry Staples', 'Canned, Jarred & Packaged Foods', 'Vegetables', 'Tomatoes'
51,A1E7G56OX03JKO,B002JLT6QC,0.67005,"Karen's Naturals Just Tomatoes, Organic Just Tomato Bits 4 Ounce Pouch (Pack of 3) (Packaging May Vary)",Grocery & Gourmet Food', 'Produce', 'Dried Fruits & Vegetables', 'Dried Vegetables,-,-
52,A3S47IH20RNWHK,B000E7WM0K,0.4716,"A Taste of Thai Coconut Ginger Noodles Quick Meal, 4-Ounce Boxes (Pack of 6)",Grocery & Gourmet Food', 'Pantry Staples', 'Canned, Jarred & Packaged Foods', 'Packaged Meals & Side Dishes', 'Pasta & Noodle Dishes
53,A1MJSWI87ZME83,B000E7WM0K,0.017225524691358025,"A Taste of Thai Coconut Ginger Noodles Quick Meal, 4-Ounce Boxes (Pack of 6)",Grocery & Gourmet Food', 'Pantry Staples', 'Canned, Jarred & Packaged Foods', 'Packaged Meals & Side Dishes', 'Pasta & Noodle Dishes
54,A35HOUWHAYZZN6,B000E7WM0U,0.33355714285714283,"A Taste of Thai Green Curry Paste, 1.75-Ounce Packets (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Sauces, Gravies & Marinades', 'Sauces', 'Asian'
55,A36WGHR8TO5DKT,B000F4EU52,0.13501500000000002,"Native Forest Organic Tropical Fruit Salad, 14 Ounce Cans (Pack of 6)",Grocery & Gourmet Food', 'Produce', 'Packaged Produce', 'Cut & Packaged Fruits', 'Mixed Fruits,-
56,AYWPUWMMWS40Y,B000F4EU52,0.14674500000000001,"Native Forest Organic Tropical Fruit Salad, 14 Ounce Cans (Pack of 6)",Grocery & Gourmet Food', 'Produce', 'Packaged Produce', 'Cut & Packaged Fruits', 'Mixed Fruits,-
57,A2JQ1PEOZK8L9Q,B000F4EU52,0.04514444444444445,"Native Forest Organic Tropical Fruit Salad, 14 Ounce Cans (Pack of 6)",Grocery & Gourmet Food', 'Produce', 'Packaged Produce', 'Cut & Packaged Fruits', 'Mixed Fruits,-
58,A3OXRFCJI67IMN,B003FA0M1O,0.19795829999999998,"Three Dog Bakery Itty Bitty Bones, Baked Dog Treats, Peanut Butter, 13-Ounce",Pet Supplies', 'Dogs', 'Treats', 'Cookies, Biscuits & Snacks,-
59,A1HLCZSEE3C0MD,B003FA0M1O,0.27240499999999995,"Three Dog Bakery Itty Bitty Bones, Baked Dog Treats, Peanut Butter, 13-Ounce",Pet Supplies', 'Dogs', 'Treats', 'Cookies, Biscuits & Snacks,-
60,A3HXF3GVPBQ5B,B001E5E29A,0.19094325,"Stonewall Kitchen Farmhouse Pancake and Waffle Mix, 33 Ounce (Pack of 2)",Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Baking Mixes', 'Pancakes & Waffles,-
61,A3MDETK0D5UAIN,B000EPP56U,-0.09956363636363637,"Ka-Me Gluten Free Rice Crackers, Original, 3.5 Ounce (Pack of 12)",Grocery & Gourmet Food', 'Snack Foods', 'Rice Cakes, Chips & Crackers', 'Crackers,-
62,A219WUOP4BNUX1,B004ET9OIW,0.253018649068323,"Happy Baby Organic Superfood Munchies Baked Cheese & Grain Snacks, Carrot & Cheddar, 1.63 Ounce (Pack of 6)",Baby Products', 'Feeding', 'Baby Foods', 'Snack Foods,-,-
63,A3QOK68RA24N9M,B002BB7EWI,0.057687202380952374,"Plum Organics Mish Mash, Peach, 3.17-Ounce Pouches (Pack of 16)",Baby Products', 'Feeding', 'Baby Foods', 'Meals,-,-
64,A29U9JOS54XZCH,B000N5XCPM,0.07129999999999999,"Merrick Grain Free Wet Dog Food, 12.7 oz, Case of 12",Pet Supplies', 'Dogs', 'Food', 'Wet', 'Canned,-
65,A1DJ9FOEOA0WF1,B002C4HZ00,-0.21248888888888887,"Cento San Marzano Certified Tomatoes, 28-Ounce Cans (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Canned, Jarred & Packaged Foods', 'Vegetables', 'Tomatoes'
66,ALQ3QLLP30HLG,B0032JKWGI,0.22159575,Country Spoon Montmorency Red Tart Cherry Juice Concentrate (34 oz.),Grocery & Gourmet Food', 'Beverages', 'Bottled Beverages, Water & Drink Mixes', 'Juices', 'Fruit Juice
67,A316CV1WH3U5C5,B000E5C1YE,-0.090801,"SweeTARTS Original Candy, 1.8 Ounce Roll (Pack of 36)",Grocery & Gourmet Food', 'Candy & Chocolate', 'Hard Candy & Lollipops', 'Hard Candy,-,-
68,A1IL6W1NK05UW9,B000E5C1YE,0.039788,"SweeTARTS Original Candy, 1.8 Ounce Roll (Pack of 36)",Grocery & Gourmet Food', 'Candy & Chocolate', 'Hard Candy & Lollipops', 'Hard Candy,-,-
69,AIPBPZT9QR9CC,B000E5C1YE,-0.014512023809523818,"SweeTARTS Original Candy, 1.8 Ounce Roll (Pack of 36)",Grocery & Gourmet Food', 'Candy & Chocolate', 'Hard Candy & Lollipops', 'Hard Candy,-,-
70,A5D06XJHDXK75,B0001FQVCK,0.14785166666666666,"Perugina Baci Candy, 5-Ounce",Grocery & Gourmet Food', 'Candy & Chocolate', 'Chocolate & Fudge,-,-,-
71,A2KQT4D0OZR569,B001LQTDBE,0.12927,"Aunt Gussie's Sugar Free Oatmeal Cookies, 7-Ounce Tubs (Pack of 4)",Grocery & Gourmet Food', 'Breads & Bakery', 'Cookies,-,-,-
72,A1E7G56OX03JKO,B00196U7OI,0.2164666666666667,"(Discontinued By Manufacturer) Kashi, Soft-Baked Cookies, Oatmeal Dark Chocolate, Non-GMO Project Verified, 8.5 Oz, 8 Count Per Pack(Pack of 3)",Grocery & Gourmet Food', 'Breads & Bakery', 'Cookies', 'Chocolate Chip,-,-
73,AQQLWCMRNDFGI,B0089SPDUW,0.07325142741935485,"Caribou Coffee Mahogany, Single Serve Coffee K-Cup Pod, Flavored Coffee, 96",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Coffee', 'Single-Serve Capsules & Pods
74,A3AZI828WJN1CD,B0089SPDUW,0.5517602638888889,"Caribou Coffee Mahogany, Single Serve Coffee K-Cup Pod, Flavored Coffee, 96",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Coffee', 'Single-Serve Capsules & Pods
75,A26NFIQ7KWI8Y7,B0089SPDUW,0.4390166666666667,"Caribou Coffee Mahogany, Single Serve Coffee K-Cup Pod, Flavored Coffee, 96",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Coffee', 'Single-Serve Capsules & Pods
76,A2N3GDH2PU1C0E,B002JX7GVM,0.29546999999999995,"O.N.E. Coconut Water with a Splash of Pineapple, 8.5-Ounce Aseptic Containers (Pack of 12)",Grocery & Gourmet Food', 'Beverages', 'Bottled Beverages, Water & Drink Mixes', 'Coconut Water,-
77,A35X2JJI49OBZP,B002JX7GVM,0.3298333333333333,"O.N.E. Coconut Water with a Splash of Pineapple, 8.5-Ounce Aseptic Containers (Pack of 12)",Grocery & Gourmet Food', 'Beverages', 'Bottled Beverages, Water & Drink Mixes', 'Coconut Water,-
78,A1MJSWI87ZME83,B000G7UDPY,0.2028342857142857,"Baxters Luxury Soups, Lobster Bisque, 14.5-Ounce Cans (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Soups, Stocks & Broths', 'Bisques,-
79,A36MP37DITBU6F,B000G7UDPY,0.41873125,"Baxters Luxury Soups, Lobster Bisque, 14.5-Ounce Cans (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Soups, Stocks & Broths', 'Bisques,-
80,A1XTE3IHX65GTZ,B000G7UDPY,0.06558833333333335,"Baxters Luxury Soups, Lobster Bisque, 14.5-Ounce Cans (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Soups, Stocks & Broths', 'Bisques,-
81,A2PNOU7NXB1JE4,B000G7UDPY,-0.01924,"Baxters Luxury Soups, Lobster Bisque, 14.5-Ounce Cans (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Soups, Stocks & Broths', 'Bisques,-
82,A1IU7S4HCK1XK0,B000ED9LDU,0.4570374285714287,"Bob's Red Mill Organic Whole Golden Flaxseed, 24 Oz (4 Pack)",Grocery & Gourmet Food', 'Pantry Staples', 'Herbs, Spices & Seasonings', 'Single Herbs & Spices', 'Flax Seed
83,AEWYUPCNDV7HY,B000ED9LDU,0.6865090909090911,"Bob's Red Mill Organic Whole Golden Flaxseed, 24 Oz (4 Pack)",Grocery & Gourmet Food', 'Pantry Staples', 'Herbs, Spices & Seasonings', 'Single Herbs & Spices', 'Flax Seed
84,A17EBEEW9NZOOI,B000ED9LDU,0.13281576923076924,"Bob's Red Mill Organic Whole Golden Flaxseed, 24 Oz (4 Pack)",Grocery & Gourmet Food', 'Pantry Staples', 'Herbs, Spices & Seasonings', 'Single Herbs & Spices', 'Flax Seed
85,A27UE9HJRZ22YI,B000EGX2EG,0.293623125,"Mrs. May's Dry-Roasted Snack, Almond Crunch, 5-Ounce Pouches (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Nuts & Seeds', 'Almonds,-
86,A1KLA02LZXAT46,B000EGX2EG,0.4509952777777777,"Mrs. May's Dry-Roasted Snack, Almond Crunch, 5-Ounce Pouches (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Nuts & Seeds', 'Almonds,-
87,A2V0I904FH7ABY,B000EGX2EG,0.053319999999999985,"Mrs. May's Dry-Roasted Snack, Almond Crunch, 5-Ounce Pouches (Pack of 12)",Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Nuts & Seeds', 'Almonds,-
88,A1CBNUBPZPWH5D,B0016FY6H6,0.18306031746031748,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
89,A281NPSIMI1C2R,B0016FY6H6,0.21157170355902774,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
90,APD719S590F2U,B0016FY6H6,0.34037261904761906,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
91,APD719S590F2U,B0016FY6H6,0.2990457142857143,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
92,A2YQCZEHOJZLQL,B0016FY6H6,0.30093400000000003,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
93,A2NLZ3M0OJV9NX,B0016FY6H6,0.2258327237762238,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
94,A1I6ZQUXVDG1CT,B0016FY6H6,0.2120393224489796,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
95,A351W0BCYYUGYW,B0016FY6H6,0.38068,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
96,A1CBNUBPZPWH5D,B0016FY6H6,0.1467367676767677,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
97,APAOU9269HJRL,B0016FY6H6,-0.041640456349206365,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
98,A2NLZ3M0OJV9NX,B0016FY6H6,0.3977505,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
99,A1CBNUBPZPWH5D,B0016FY6H6,0.083996,"Stash Tea Lemon Ginger Green Iced Tea Powder, 12 Count Packets (Pack of 6)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Tea', 'Iced Tea
100,A3KPT4FF3J91W4,B003NDA970,0.21692158436214,"Wabash Valley Farms Amish Country Gourmet Popping Corn, Baby White, 2-Pound Bags (Pack of 6)",Grocery & Gourmet Food', 'Snack Foods', 'Popcorn', 'Unpopped,-,-
101,AVFA1JB08RG8G,B000J2DQ46,0.31577,"Bar Harbor Chowder, New England Clam, 15 Ounce (Pack of 6)",Grocery & Gourmet Food', 'Pantry Staples', 'Soups, Stocks & Broths,-,-
102,A2XNJJ9TF70P4J,B000J2DQ46,0.10526007326007328,"Bar Harbor Chowder, New England Clam, 15 Ounce (Pack of 6)",Grocery & Gourmet Food', 'Pantry Staples', 'Soups, Stocks & Broths,-,-
103,A24UY2BFLGK163,B000J2DQ46,0.035055555555555555,"Bar Harbor Chowder, New England Clam, 15 Ounce (Pack of 6)",Grocery & Gourmet Food', 'Pantry Staples', 'Soups, Stocks & Broths,-,-
104,A3KUC5K5VSJNU9,B000J2DQ46,-0.03184708333333333,"Bar Harbor Chowder, New England Clam, 15 Ounce (Pack of 6)",Grocery & Gourmet Food', 'Pantry Staples', 'Soups, Stocks & Broths,-,-
105,A186TK5S0LAZ7O,B0085G4ACA,-0.032295,"Vita Coco Coconut Water, Pineapple - Naturally Hydrating Electrolyte Drink - Smart Alternative to Coffee, Soda, and Sports Drinks - Gluten Free - 16.9 Ounce (Pack of 12)",Grocery & Gourmet Food', 'Beverages', 'Bottled Beverages, Water & Drink Mixes', 'Coconut Water,-
106,A26NFIQ7KWI8Y7,B007OXJLM4,0.14372213196480946,"Green Mountain Coffee, French Roast, Single-Serve Keurig K-Cup Pods, Dark Roast Coffee, 48 Count (2 Boxes of 24 Pods)",Grocery & Gourmet Food', 'Beverages', 'Coffee, Tea & Cocoa', 'Coffee', 'Single-Serve Capsules & Pods
107,A3M8R4JD1SIS76,B000F9Z1WI,-0.13770854105571845,"100 Calorie Packs Oreo Thin Crisps, 6-Count Packs, net weight 4.86 oz (Pack of 2)",Grocery & Gourmet Food', 'Breads & Bakery', 'Cookies', 'Chocolate,-,-
108,A2HQ8RTAJYEUJO,B000F9Z1WI,0.18057,"100 Calorie Packs Oreo Thin Crisps, 6-Count Packs, net weight 4.86 oz (Pack of 2)",Grocery & Gourmet Food', 'Breads & Bakery', 'Cookies', 'Chocolate,-,-
