,UserId,ProductId,hybrid_score
49,A281NPSIMI1C2R,B00068PCTU,-0.034200000000000015
52,A1WJ8U24MI7RUZ,B00132EDUW,0.184962
53,A1E7G56OX03JKO,B002JLT6QC,0.67005
54,A3S47IH20RNWHK,B000E7WM0K,0.4716
55,A1MJSWI87ZME83,B000E7WM0K,0.017225524691358025
56,A35HOUWHAYZZN6,B000E7WM0U,0.33355714285714283
61,A36WGHR8TO5DKT,B000F4EU52,0.13501500000000002
62,AYWPUWMMWS40Y,B000F4EU52,0.14674500000000001
63,A2JQ1PEOZK8L9Q,B000F4EU52,0.04514444444444445
64,A3OXRFCJI67IMN,B003FA0M1O,0.19795829999999998
65,A1HLCZSEE3C0MD,B003FA0M1O,0.27240499999999995
66,A3HXF3GVPBQ5B,B001E5E29A,0.19094325
67,A3MDETK0D5UAIN,B000EPP56U,-0.09956363636363637
68,A219WUOP4BNUX1,B004ET9OIW,0.253018649068323
69,A3QOK68RA24N9M,B002BB7EWI,0.057687202380952374
70,A29U9JOS54XZCH,B000N5XCPM,0.07129999999999999
73,A1DJ9FOEOA0WF1,B002C4HZ00,-0.21248888888888887
74,ALQ3QLLP30HLG,B0032JKWGI,0.22159575
75,A316CV1WH3U5C5,B000E5C1YE,-0.090801
76,A1IL6W1NK05UW9,B000E5C1YE,0.039788
77,AIPBPZT9QR9CC,B000E5C1YE,-0.014512023809523818
78,A5D06XJHDXK75,B0001FQVCK,0.14785166666666666
79,A2KQT4D0OZR569,B001LQTDBE,0.12927
80,A1E7G56OX03JKO,B00196U7OI,0.2164666666666667
81,AQQLWCMRNDFGI,B0089SPDUW,0.07325142741935485
82,A3AZI828WJN1CD,B0089SPDUW,0.5517602638888889
83,A26NFIQ7KWI8Y7,B0089SPDUW,0.4390166666666667
84,A2N3GDH2PU1C0E,B002JX7GVM,0.29546999999999995
85,A35X2JJI49OBZP,B002JX7GVM,0.3298333333333333
86,A1MJSWI87ZME83,B000G7UDPY,0.2028342857142857
87,A36MP37DITBU6F,B000G7UDPY,0.41873125
88,A1XTE3IHX65GTZ,B000G7UDPY,0.06558833333333335
89,A2PNOU7NXB1JE4,B000G7UDPY,-0.01924
90,A1IU7S4HCK1XK0,B000ED9LDU,0.4570374285714287
91,AEWYUPCNDV7HY,B000ED9LDU,0.6865090909090911
92,A17EBEEW9NZOOI,B000ED9LDU,0.13281576923076924
93,A27UE9HJRZ22YI,B000EGX2EG,0.293623125
94,A1KLA02LZXAT46,B000EGX2EG,0.4509952777777777
95,A2V0I904FH7ABY,B000EGX2EG,0.053319999999999985
96,A1CBNUBPZPWH5D,B0016FY6H6,0.18306031746031748
97,A281NPSIMI1C2R,B0016FY6H6,0.21157170355902774
98,APD719S590F2U,B0016FY6H6,0.34037261904761906
99,APD719S590F2U,B0016FY6H6,0.2990457142857143
100,A2YQCZEHOJZLQL,B0016FY6H6,0.30093400000000003
101,A2NLZ3M0OJV9NX,B0016FY6H6,0.2258327237762238
102,A1I6ZQUXVDG1CT,B0016FY6H6,0.2120393224489796
103,A351W0BCYYUGYW,B0016FY6H6,0.38068
104,A1CBNUBPZPWH5D,B0016FY6H6,0.1467367676767677
105,APAOU9269HJRL,B0016FY6H6,-0.041640456349206365
106,A2NLZ3M0OJV9NX,B0016FY6H6,0.3977505
107,A1CBNUBPZPWH5D,B0016FY6H6,0.083996
108,A3KPT4FF3J91W4,B003NDA970,0.21692158436214
109,AVFA1JB08RG8G,B000J2DQ46,0.31577
110,A2XNJJ9TF70P4J,B000J2DQ46,0.10526007326007328
111,A24UY2BFLGK163,B000J2DQ46,0.035055555555555555
112,A3KUC5K5VSJNU9,B000J2DQ46,-0.03184708333333333
113,A186TK5S0LAZ7O,B0085G4ACA,-0.032295
114,A26NFIQ7KWI8Y7,B007OXJLM4,0.14372213196480946
115,A3M8R4JD1SIS76,B000F9Z1WI,-0.13770854105571845
116,A2HQ8RTAJYEUJO,B000F9Z1WI,0.18057
117,A2R6RA8FRBS608,B000F9Z1WI,0.11286428571428572
118,A2YB7DLC3FOR7W,B000F9Z1WI,0.5952
119,A3TFBHVF12XYFL,B000F9Z1WI,-0.14956416666666664
120,A3BLP7LRNCAT2Y,B0002TJAZK,0.11820266666666668
121,A3792FY8GH83X6,B0009JI7O8,-0.030433333333333326
122,A2R6RA8FRBS608,B0052OI128,-0.20529342613636367
123,AMRMK86X3PKXD,B004NNFEA6,0.20289035714285714
124,A1F14BB4PV053A,B000FDKQCO,0.1452083333333333
125,A1ACY29BTHNJU2,B005K4Q1VI,0.12682833333333332
126,ABDCYK04CL6O4,B000YPKODY,0.3213
127,A6KL17KKN0A5L,B0040PWYVO,0.4301942857142857
128,A3W09FIMAYFUI8,B0040PWYVO,0.12467922839506175
129,A21T1TDO74WNTM,B0040PWYVO,0.3338181818181818
130,ABDCYK04CL6O4,B004X8TK9W,0.4203675000000001
131,A3L9ZT7SRJYLVH,B004X8TK9W,0.21684835714285716
132,A1Z54EM24Y40LL,B004X8TK9W,-0.04117333333333333
133,AEGO6A1AFDTAV,B001QEF4XC,-0.360594
134,A1HAMJNZ7R2XVA,B005RF029M,0.19305999999999998
135,A2PR6NXG0PA3KY,B00016UX0K,0.057170454545454566
136,A3E3YJO2V3YZUM,B00016UX0K,-0.002369053968253969
137,A1P58UJ3B7ARFW,B001HTKO86,-0.026958730158730158
138,A14738H3YYX7ZC,B001L1DYAA,0.302144
139,A1MUQUK1M4UK16,B000X2CWTM,0.368865
140,A1RRHET1QIP1YK,B000X2CWTM,0.03306666666666666
141,A1ZPY91VE3IDN1,B000X2CWTM,0.018674666666666662
142,AY12DBB0U420B,B000X2CWTM,0.2411813333333333
143,A25EE3X3GQ6M7L,B001M074MY,0.2912738888888889
144,A1ZZZT0KJR46UV,B001M074MY,-0.052428571428571435
145,AM3XNQU9TZBD8,B000CC9V42,0.24502875
146,A3OXHLG6DIBRW8,B000VSDFRG,-0.28765
147,A9GIGJUB98JNR,B000UZVPKO,0.18093893333333333
148,A29313797NGT9L,B000UZVPKO,0.2476995138888889
149,A6FIAB28IS79,B001EW5YQS,0.38248734375
150,A2YLD81DDAYPVM,B004391DK0,0.3363331632653061
151,A28HLT7DDJONQG,B004391DK0,0.14904657142857147
152,A29L15GKGGA3UO,B000GPKI10,0.023467
153,A2GHU8I0P3HFRW,B0025VQGHS,-0.010743973651960784
154,A35A5S6H1WROO6,B002YZESWU,0.5037792000000001
155,ABC68JUCPTVOE,B002TMV3E4,0.1170904761904762
156,A6KL17KKN0A5L,B002TMV3E4,-0.051516666666666655
157,A37D5847LN3WQ,B002TMV3E4,0.034702222222222225
158,A1JAPP1CXRG57A,B002TMV3E4,0.0034635858585858547
159,A361U4SXK7FCQE,B002TMV3E4,0.2316165
160,A3ULJE7UMUGSXR,B002TMV3E4,0.07412175000000001
161,A2KHG3JOFXQ4CE,B002TMV3E4,0.03285916666666666
162,A3C40PJ9YXREQ5,B002TMV3E4,0.022376726190476197
163,AEUY5C51JAWWH,B002TMV3E4,0.06419020833333335
164,A33VELHWFACU48,B002TMV3E4,0.09631291666666666
165,A1QXE7OX7MSL2H,B002TMV3E4,0.03368083333333333
166,A5EXE3DORR8Y0,B002TMV3E4,-0.035502870370370365
167,A2VW4FYZILSXF2,B002TMV3E4,0.13324686111111111
168,A1S8FJT0AQSF60,B002TMV3E4,0.07892305555555554
169,A1QDSJZQWJZOL1,B0013ENGXK,0.2644318181818182
170,A27O5ZUFAEWT9L,B000N5Z5RU,0.20362149305555555
171,A2EZW502SEA2N9,B00139TT72,0.12563332084893886
172,A2KWAK0GAA8IBW,B00139TT72,0.10472238636363634
173,A2KWAK0GAA8IBW,B00139TT72,0.024295025584795318
174,A1XZXP34HZGW8Z,B00139TT72,0.311712
175,A31D5HQ8EQZ293,B00139TT72,0.3664155555555555
176,A2EZW502SEA2N9,B00139TT72,0.1421980408163265
177,A1UN5Q1FKH1ZT7,B00139TT72,0.2345760000000001
178,A2QH9QPGY8NVV1,B00139TT72,-0.012972321428571429
179,A2MUGFV2TDQ47K,B00139TT72,0.31095900000000004
180,A2EZW502SEA2N9,B00139TT72,-0.16660000000000005
181,A3NZSW71OVUIBP,B00139TT72,0.12878666666666666
182,A3Q9LMQ9GJ3T63,B00139TT72,0.27691591666666665
183,A2U49IFXRJMNUX,B002C56OBU,0.2304175
184,A2R3M2FP1KOSYE,B002C56OBU,0.06503947916666666
185,A1G2YPRHMYP8TK,B0018ATXEU,0.4699174999999999
186,A1KJ2VZNTWPIUO,B0018ATXEU,0.0339247520661157
187,A1TMAVN4CEM8U8,B000FYYOZI,0.29634
188,A2NI95Y8UNE85D,B000FYYOZI,0.01332375
189,A3D6OI36USYOU1,B001EO5ZFQ,-0.007827030303030297
190,A282SV3AIUE154,B003QM6ZDU,0.1956962857142857
191,ABFMLM8RX10NO,B0028VAQSU,0.4098980833333333
192,A6FIAB28IS79,B0031YJ38W,0.0793145
193,A1TD2589ZVHZ3S,B0031YJ38W,0.2886842307692307
194,A3BH49ZKESHDID,B0031YJ38W,0.02342750000000001
195,A1537BQLT3VJ99,B0031YJ38W,0.047540595238095236
197,AD34TCPEP7P84,B0012YEKCW,-0.0857638888888889
198,A35S7V58AI97Q2,B0012YEKCW,0.14186126488095235
199,A1EYRQ4AN2LCZL,B004XMIRU6,0.4335138888888889
200,A1YGCU0QQKZC29,B004XMIRU6,0.18926585179526356
201,A1KZUXE70GYNGO,B004XMIRU6,0.01123499999999999
202,A3M34NPTGTSIWI,B004565GV8,0.2167701587301588
203,A2E7V2OVK745M2,B004565GV8,0.37961
204,A2SX82IP1JIUP5,B004565GV8,0.14060999999999998
205,A3NKRXQLI3FQML,B00622CYVS,-0.05760166666666665
206,A3E38IJN9ORECS,B00622CYVI,0.339912
207,A2YHXAZLCLDT8D,B00622CYVI,0.12537839285714286
208,A1TTUR3TU0YFDG,B000G1X45G,0.09234752747252747
209,A1WX42M589VAMQ,B000EUJLHE,0.050902857142857146
210,A16PI051YKM276,B000EUJLHE,-0.13586119047619047
211,AQ6AGWKWMTY8H,B000H23YC2,-0.002273353909465021
212,A35R32TA60XD57,B002ANCCK6,-0.18746533333333332
213,A2SRB4GMY8I8X7,B002ANCCK6,0.3952980952380953
214,AC9JAT85740ME,B003TIVBSU,0.26884897959183673
215,A32PFBXZFIG7Q2,B003TIVBSU,0.15309999999999996
216,A2MOJANFPX353G,B002HFRYZ0,-0.2289
217,A2ZY23X9IKXMON,B002HFRYZ0,0.24184375
218,A3JQXKDTMK4Z9H,B001EQ5EJQ,0.00047058333333333164
219,A1IW9LSLZFW9FK,B001EQ5EJQ,0.6615675
220,A236JGXFISDMKL,B001EQ5EJQ,0.2975558974358974
221,A2A8KWCE8RKB9T,B001EQ5EJQ,0.26751199999999997
222,A2Z7S5K254ADCT,B003KLSZGW,0.3638053124999999
223,A3L27V7TOG1JZ,B001O2IX8E,-0.421695
224,A3NHUQ33CFH3VM,B001O2IX8E,-0.2032577777777778
225,A3L27V7TOG1JZ,B001O2IX8E,0.002842329545454545
226,A274R7AR2E1TGL,B001O2IX8E,0.4384213888888889
227,A3LWC833HQIG7J,B001O2IX8E,0.4182272727272727
228,A3KDZCQ82JFWLN,B001O2IX8E,0.4201472727272727
229,A274R7AR2E1TGL,B001O2IX8E,0.20874949999999998
230,A3NHUQ33CFH3VM,B001O2IX8E,0.10296015625
231,A3KDZCQ82JFWLN,B001O2IX8E,0.1875
232,AF7DUY08T2J87,B000I6PXLC,0.4040711111111111
233,A14JSPGLFT4C68,B003SE52K8,0.2482406868131868
234,ARKCP44GJAYT4,B000H227BG,0.09698805194805192
235,A173J9JR52Z489,B000H227BG,-0.16277214285714284
236,A1GYEGLX3P2Y7P,B002SVAYGY,0.8459099999999999
237,AKSJZFWPMJ363,B000X905WQ,0.3630388888888889
238,A2H2LJCQ5DJ5K3,B004DP0D32,0.2739605263157895
239,A39SCU7KSK7330,B000FNEX50,0.0192925
240,A37GAGAZDFRMZ3,B000FNEX50,-0.06302041666666668
241,A3HPCRD9RX351S,B008OV8RE8,0.129675
242,A3HPCRD9RX351S,B008OV8RE8,-0.13367749999999998
243,A6ORWDZRBVNIT,B003DKY5R8,0.039445000000000015
244,AMIPRQWY4IMC5,B003AYL9NU,-0.061705
245,A74SHV5ZD3RLT,B003AYL9NU,0.058055
246,A17KZ1MF2V6B4Y,B002BRC562,0.1757935128205128
247,A1F7SX3GNVBNE3,B001LG945O,0.4012339047619048
248,A1CHOKV10NEI8X,B001LG945O,-0.14694871753246755
249,AQ3IN3MRXQ5KH,B001LG945O,0.2662065476190476
250,A36K2N527TXXJN,B001LG945O,0.15062644444444442
251,A1PB97BLMR9X2S,B001LG945O,0.4303428571428571
252,A1JFXOFDRZ9CFQ,B001LG945O,0.4495
253,A17GTGSS2E5QN0,B001LG945O,0.12272666666666665
254,A2Y8IDC1FKGNJC,B001LG945O,0.281358
255,A1ZZR25X0CNOJX,B001LG945O,0.07407749999999999
256,A1VYFEJM12ZP11,B001LG945O,-0.013643901515151512
257,A3I1BJIFFM4S21,B001LG945O,0.12165142857142855
258,A1M9126YPQPS3L,B001LG945O,0.30534375
259,AFOV2K4F0MDTZ,B001LG945O,-0.05631666666666666
260,AQ8DU6XVA3USJ,B001LG945O,0.19379750000000004
261,AUCIFMWP3DU8R,B001LG945O,0.021479166666666667
262,A3F1G6UH4Y39X2,B001LG945O,0.24598645833333335
263,A3JPFWKS83R49V,B001LG945O,-0.0693203125
264,A27UE9HJRZ22YI,B001LG945O,-0.014047666666666668
265,A2MY9VXHZYAHUZ,B001LG945O,0.13079244444444446
266,A1SCANWWQTEG9I,B001LG945O,0.1971303428571428
267,A4SD8F79JBYG2,B001LG945O,0.07541333333333335
268,A1VABWDOUQLULZ,B001LG945O,0.3913200000000001
269,A1TR9417Z4U72F,B001LG945O,0.28384000000000004
270,A4KJTS5P78ICU,B001LG945O,0.06965142857142859
271,A3JHC8O59WDHFZ,B001LG945O,0.4531371428571429
272,AAA0TUKS5VBSA,B001LG945O,0.1845585
273,A37CENQP0ZNKVE,B004K30HO2,0.15806519219145634
274,A13853O9CBLTEY,B004K30HO2,0.3265
275,A10ZXUNZNUJY0Z,B003DIIZ9O,0.15239421536796538
276,AKETJUM0B11ZC,B000I6O6RO,-0.33541875
277,A19XMHRB3G4DIR,B000EDG4TE,-0.3519125
278,ACOZ30A57F69V,B000EDG4TE,0.2580996078431373
279,A3R6PI47EF3F83,B000EDG4TE,-0.30843750000000003
280,A29313797NGT9L,B001EPQQL2,0.03394875
281,A3LPAF6QWPFB4U,B001EPQQL2,0.06780142857142858
282,A36EW68H08UOCS,B0002Q1X6C,-0.00994874391233766
283,ANKQGTXHREOI5,B0002Q1X6C,0.1631345424107143
284,A3Q21IIJGR54RW,B005LMLXN0,0.39928
285,A227OTYEQY6VX5,B005LMLXN0,0.7728333333333334
286,A1FW4M74QU5SW2,B005LMLXN0,0.40175900000000003
287,ABK2RVDJPL8MF,B001D6KP14,0.5384727272727272
288,A175N19FS2B4J,B000S11CD0,0.3655955555555556
289,A1C217T6VWIE3,B00061KXUA,0.3714451190476191
290,A1OL6OBZGR6RGB,B001E5DZTS,0.4032600000000001
291,A3H4L7TJKQHW4Q,B001E5DZTS,0.19876380952380948
292,A33AQPJYH7UUXR,B001E5DZTS,0.034798877551020416
293,ACRZORZLEHJX6,B001E5DZTS,0.028396666666666667
294,A34B6PEYIUAEQL,B001E5DZTS,-0.148605
295,A3UY282RVUOKSK,B000E1BLS0,0.06517342047930283
296,ASRUYRC3R5J6Q,B000G7VYWU,0.017712840909090918
297,ABGH6P1RC1UDS,B000ELWDRI,0.4681066666666666
298,A2S39VLOVSTOJS,B000ELWDRI,0.2312461071428572
299,A2843500EKO5YB,B000ELWDRI,0.4408
300,AD34TCPEP7P84,B000G17Y9I,0.2423663846153846
301,A1TQZUSOU22E9M,B00285FFCS,-0.16005472842261906
302,A3VLED8OXFVQ07,B000E1588O,0.21752880904634586
303,A36FEPUTDN12KA,B000LKXJV6,0.22952312500000005
304,AX0XNE6IX7N3M,B000BXUVYG,0.28929
305,AFM65NU0UXIGP,B000BXUVYG,0.1321545
306,A1Z54EM24Y40LL,B000BXUVYG,0.5157075
307,A1DOP5WV948LA0,B000BXUVYG,0.3715
308,A2PNOU7NXB1JE4,B000E15DFM,-0.18789375
309,A3RYMO6S22FMM5,B000E15DFM,0.2482241142857143
310,A18F6YFO5E5EYF,B000VK6NDC,0.1137557142857143
311,A31GN10OIYG5UX,B000VK6NDC,0.32946666666666663
312,A3LQS08K2OBI5Z,B003VXFK44,0.09349
313,AQ6SHOW0VMZGF,B003VXFK44,0.3683678409090909
314,A2TPOYNEEWCB47,B003VXFK44,0.15254085606060602
315,A2UCZAWAN5QMJQ,B003VXFK44,0.4997866666666666
316,A35R32TA60XD57,B003VXFK44,0.1385657142857143
317,AQ6SHOW0VMZGF,B003VXFK44,0.2325091666666667
318,A2SZLNSI5KOQJT,B003VXFK44,0.17253899999999994
319,A2SZLNSI5KOQJT,B003VXFK44,0.4007520000000001
320,A17HMM1M7T9PJ1,B003VXFK44,0.2440887272727273
321,A2SZLNSI5KOQJT,B003VXFK44,0.31630958333333337
322,A1HGXLP6WATS4B,B003VXFK44,-0.100485
323,A1Z94P94HPWOU0,B003VXFK44,0.1386
324,A2KUUWP4ZZMOBP,B003VXFK44,-0.06882400000000002
325,A2H74FIBDN5NMR,B003VXFK44,0.3820642424242424
326,A25UTJ1AXFC0Z9,B003VXFK44,0.06601666666666668
327,AQ6SHOW0VMZGF,B003VXFK44,0.017755892857142866
328,A1Z94P94HPWOU0,B003VXFK44,0.22743
329,AD2QRU9ZXBQZ1,B003VXFK44,0.05767836734693878
330,A3IR834T7AROBT,B003VXFK44,-0.10193890909090908
331,AYOMAHLWRQHUG,B003VXFK44,0.3728515625
332,A31W55J90T8NFF,B003VXFK44,-0.17682416666666667
333,A2H74FIBDN5NMR,B003VXFK44,0.2821120833333333
334,A2NVX117EFIW7Q,B003VXFK44,0.2535551428571429
335,A2WQ4FT0CMDSUI,B000LKZ84C,0.2281511842105263
336,APGQCBO10LZTH,B000LKZ84C,0.22108961538461536
337,A6KL17KKN0A5L,B000LKZ84C,0.5472524999999999
338,A3J30T6XOU0BWS,B000LKZ84C,0.23318148148148146
339,A175N19FS2B4J,B000MGSJ5A,0.3276481481481481
340,ABAQFEM3TZ22V,B000MGSJ5A,0.180954375
341,A281NPSIMI1C2R,B000M5PP8U,0.3390900714285713
342,A1XPVFWQ9IHNZJ,B001EO7JFU,0.2550724034632034
343,AY1EF0GOH80EK,B00060PTLO,0.5810305555555556
344,A1IU7S4HCK1XK0,B00060PTLO,0.056789333333333324
345,AEM3Z7XPYSIDC,B00060PTLO,0.12268537142857144
346,A25C2M3QF9G7OQ,B001EQ5EQE,-0.08104181818181819
347,A1IU7S4HCK1XK0,B0092X7OGY,0.14219611607142854
348,A3OFZFLLURJNVZ,B004OVCWAW,0.4767457256778309
349,A74SHV5ZD3RLT,B0007A0AP8,0.2441725641025641
350,A2F4M2D86E6F4A,B0007A0AP8,5.028141645736563e-18
351,A3EIOMC103PG7W,B001EQ5IPQ,0.1671996140350877
352,A2OOQ59V7YWYL1,B000KFXEYE,0.24366
353,A27NTHPTRXB766,B000KFXEYE,-0.14864102564102566
354,A2P0JC3HKUETS3,B000KFXEYE,0.052441714285714286
355,A2WF6V6R7MQJXX,B000KFXEYE,0.06499428571428571
356,A2P0JC3HKUETS3,B000KFXEYE,0.05233846428571428
357,AIBDONB6UWSK2,B001EQ5CK2,0.07238523308270678
358,A1S52XH2CS4Y26,B001CGTN1I,0.4587263375
359,AENBPNKPFDGH3,B001CGTN1I,0.6072442105263158
360,AXJGCAD36N915,B001CGTN1I,-0.18566499081726354
361,A2DPYMNI2HCIOI,B001CGTN1I,-0.11503255411255413
362,A1EPP56A17R62Q,B001CGTN1I,0.2699214285714286
363,A1YXY2JGDLO8XG,B001CGTN1I,0.44935869047619054
364,A1Z3XWG2W5GOHP,B001CGTN1I,0.18957714285714286
365,A1XTE3IHX65GTZ,B001CGTN1I,0.14311500000000002
366,A1BIPJK03QKFQA,B001CGTN1S,0.08629571428571428
367,ABGH6P1RC1UDS,B000F4D4HW,0.01968888888888889
368,A14RPV7RGRE9NN,B000F4D4HW,0.025624666666666664
369,A1FP5ZLSKR07SU,B000F4D4HW,-0.019248749999999988
370,A3V6O5J55QTYSC,B000F4D4HW,-0.11318775
371,A331TXDQ3NFCHG,B0007ZLRUU,0.029029220779220776
372,A1J52MX2YDWSU0,B003EML8PM,0.08454384920634919
373,A1Z7XV6JU0EV8M,B003EML8PM,0.335453515625
374,A1Z7XV6JU0EV8M,B003EML8PM,-0.10787833333333334
375,A1Y3X25CIAAZFT,B003EML8PM,0.3433288571428571
376,AO09RWV40IX78,B003EML8PM,0.1926863888888889
377,A2AFTCLYIEQMLV,B000V6FTTU,0.8148875
378,AOA0XDHSL5GRY,B000V6FTTU,0.3792053571428571
379,A3BKNXX8QFIXIV,B003LE6PL0,0.19417821428571425
380,A3A90CELVLOUP6,B001P737PC,0.07398333333333333
381,A1W0F3F6EXIAKP,B001P737PC,0.2679025
382,A3KHKX8PY7I8TW,B001BM6Q0Y,0.3791569444444445
383,A348IT6M7H8A67,B000LKXG8W,0.16257645833333334
384,A2YCEKVUN1W5F1,B000LKXG8W,0.23725435714285714
385,A2E67UDGXGL71V,B000PSNJXC,0.2403496759259259
386,A1YUL9PCJR3JTY,B000PSNJXC,0.07735454545454545
387,A19KMGRY2U1KKN,B0009JHVN6,0.2035150297619048
388,A3PD8JD9L4WEII,B003OB4B2U,0.243556923076923
389,A3RR2P5IS3DGPR,B004GU3YXU,0.21691999999999997
390,A7BN8ZFDGOUFZ,B001BKNB04,0.045464666666666674
391,A32NEDX6UVV8DE,B000LR4FA8,-0.20563199999999995
392,A20OQMLRFNZADL,B0029NVMXA,0.13147315295815296
393,A35A5S6H1WROO6,B001GM969M,0.9469090909090908
394,A3RB2ZB2KGRZVE,B001E4Q5WI,0.3183555555555556
395,A1IM4D3R61A2K0,B001E4Q5WI,0.09472592592592592
396,A7EK88GF8N40F,B0034KP00S,0.0583185
397,A3D165TX35GR0,B0034KP00S,-0.1396281016042781
398,AJQS35BZ2GMU4,B000EM6PC6,0.20578918831168835
399,A1KKE6VX8VPWZK,B002TSHYSW,0.2571038888888889
400,A2R1HUYHXV7H18,B002TSHYSW,-0.14765040476190472
401,A2TFHMXBU9HG3P,B002TSHYSW,0.12601291666666667
402,ATMNWAOAL3EVQ,B00213ERI0,0.19803800000000002
403,A33AQPJYH7UUXR,B00213ERI0,-0.02088035714285716
404,AGZKJ1RCAT9Z9,B00213ERI0,0.06617977142857144
405,A29G2ROFNE63NY,B00213ERI0,0.027738
406,AEJATDURRZS5V,B000E21Z7Q,-0.2788883333333334
407,A3TD1O4EC26NT2,B0041QD39O,-0.06481851851851851
408,A39EMZ4NMHL4CA,B0040PYN86,0.1784197860962567
409,A2SS44O400KIZ7,B0040PYN86,0.5584500000000001
410,A1EFZBS0SVHTZZ,B0040PYN86,0.2555608333333333
411,A14738H3YYX7ZC,B0001JXE6M,0.19804597222222226
413,A36GEDLB5A5MJ,B005C3IVN8,0.2290152777777777
414,A2W9B725TZBXOX,B005C3IVN8,0.6798399999999999
415,A3NF5J6DYJ5SRL,B001EQ5D6U,0.3598125
416,A29G1QXA8NU22J,B0002UM1AA,0.183425
417,A3072VKAJZ18X0,B0002UM1AA,0.33529166666666665
418,AC9JAT85740ME,B005HB4HGU,0.047609843750000005
419,A25YFCUONWD8UQ,B005HB4HGU,0.19104090909090904
420,A24PGDMY8R6MTF,B005HB4HGU,0.09276285311910312
421,A1H6SBO7R007I8,B001EQ59GE,0.10125761616161613
422,A1DAFWS98LQD2R,B0051IWQ26,0.136215
423,A1IL6W1NK05UW9,B0005YX2QA,0.004957499999999999
424,AT0C5Z0NL2F73,B0026WL14E,0.1559728571428571
425,AT0C5Z0NL2F73,B0026WL14E,0.16969333333333333
426,A36MP37DITBU6F,B000O3HWN6,0.02132150641025641
427,AEGO6A1AFDTAV,B003WP05BY,0.2869294573002755
428,A2AKN6PFUTPBE0,B00099XLJE,0.08121241071428571
429,A2L8TFSEW7LMRL,B004P4TL8E,0.3197155555555556
430,A8KJS2P6E5DCB,B004P4TL8E,0.5310355555555555
431,AJB5P7GVR0MT8,B001CD1VI4,0.04836891025641027
432,A5BIFSZ7SA03,B004YMQ4KU,0.32398599999999994
